Nimike;Tekijä;ISBN;Varauksia;Niteitä;Tilattuja lisäkappaleita;Varauksia / nide
Uskosta taiteeseen ;Väisänen, Liisa ;9789516278158;9;2;0;4.5
Vasemman käden polku ;Kotkavuori, Tapio ;9789529306701;9;2;0;4.5
Zen and the art of motorcycle maintenance  ;Pirsig, Robert M. ;0553277472;9;2;0;4.5
Asiakkaan kokema arvo kilpailutekijänä finanssialalla ;Ylikoski, Tuire ;9789525684308;9;3;0;3.0
Basic facts of food hygiene ;Laukkanen, Marja ;9789529910861;9;3;0;3.0
Beyond the sunrise ;Balogh, Mary ;9780451469694;9;3;0;3.0
Ei kenenkään laituri ;Marjamäki, Raisa ;9789523050204;9;3;0;3.0
Guide to managerial communication : effective business writing and speaking ;Munter, Mary ;9780137130467;9;3;0;3.0
How to think straight about psychology ;Stanovich, Keith E. ;9781292023106;9;3;0;3.0
Kuntatalous : monen muuttujan summa ;;9789522139603;9;3;0;3.0
Neuvotteluvalta : miten tulen huippuneuvottelijaksi? ;Miettinen, Sami ;9789510357194;9;3;0;3.0
Organizational behavior ;Robbins, Stephen P. ;9780132079648;9;3;0;3.0
Positivismi ja ihmistiede : sosiaalitutkimuksen perustat ja käytännöt ;Raunio, Kyösti ;9516627609;9;3;0;3.0
Private scandals ;Roberts, Nora ;9780349407913;9;3;0;3.0
Prophet. 4 : Joining ;Graham, Brandon ;9781632152541;9;2;1;3.0
Sound man ;Johns, Glyn ;9780399163876;9;3;0;3.0
Tahatonta tohellusta : sensorisen integraation häiriö lapsen arkielämässä ;Kranowitz, Carol Stock ;;9;3;0;3.0
Taivas ja helvetti ;Ollilainen, Vesa ;9789518886993;9;3;0;3.0
The black reckoning ;Stephens, John ;9780552564847;9;3;0;3.0
Yliopisto-opettajan käsikirja ;;9789510348376;9;3;0;3.0
A match for Marcus Cynster ;Laurens, Stephanie  ;9781848453746;9;4;0;2.3
Aurora ;Robinson, Kim Stanley ;9780356500461;9;4;0;2.3
Av skuggor märkt ;Cedervall, Marianne ;9789174614107;9;2;2;2.3
Brisingr ;Paolini, Christopher ;9789513160838;9;4;0;2.3
Brown-eyed girl ;Kleypas, Lisa  ;9780349401782;9;3;1;2.3
Dragonfly in amber  ;Gabaldon, Diana ;9781784751364;9;3;1;2.3
Furniture hacks : and other creative updates for a unique and stylish home ;Overbeek, Hester van ;9781782492368;9;4;0;2.3
Katastrofpsykologi ;Dyregrov, Atle ;9144022441;9;4;0;2.3
No cure for love ;Robinson, Peter ;9781473610958;9;4;0;2.3
Pieniä sankaritekoja ;Piispa-Hakala, Satu ;9789527130001;9;4;0;2.3
Suomen veropolitiikka ;Myrsky, Matti ;9789521419447;9;4;0;2.3
Sähkötekniikka ja piiriteoria : passiiviset komponentit, sähköfysiikka, DC-, AC- ja transienttianalyysi, osoitinlaskenta, sähkövoimatekniikka, kaksiportit, RF-tekniikka ;Silvonen, Kimmo ;9789516723627;9;4;0;2.3
Terve!. 2 : Nuoret, terveys ja arkielämä : lukion terveystieto ;;9789526313535;9;4;0;2.3
The wise man's fear ;Rothfuss, Patrick ;9780575081413;9;4;0;2.3
Varhaiskasvatuslaki ;Mahkonen, Sami ;9789513766634;9;4;0;2.3
You are dead ;James, Peter ;9781447255741;9;4;0;2.3
Berlin ;Schulte-Peevers, Andrea ;9781743213926;9;5;0;1.8
Essentials of human anatomy & physiology ;Marieb, Elaine N. ;9781292057200;9;5;0;1.8
Ghost boy ;Pistorius, Martin ;9780857203311;9;3;2;1.8
Kinesioteippaus ;Kåla, Tom ;1717632;9;5;0;1.8
Lainopin teoreettiset lähtökohdat ;Laakso, Seppo ;9789514487668;9;5;0;1.8
Marginaalin voima! ;;9789519140704;9;5;0;1.8
Strateginen johtaminen : menestyksen timantti ;Kamensky, Mika ;9789521422621;9;5;0;1.8
Sukupuoli ja sosiaalityö : sosiaalityön tutkimuksen 3. vuosikirja 2004 ;;9524510952;9;5;0;1.8
Terveys ja sosiaalityö ;;9789524516082;9;5;0;1.8
What is strategy - and does it matter? ;Whittington, Richard ;1861523777;9;5;0;1.8
Bali & Lombok ;Ver Berkmoes, Ryan ;9781743213896;9;6;0;1.5
De tio sämsta ekonomiska teorierna : från Keynes till Piketty ;Wahlroos, Björn ;9789100149000;9;6;0;1.5
Forum.  4 : Eurooppalaisuus ja Euroopan unioni ;;9789511294849;9;6;0;1.5
Insinöörin matematiikka ;;9789513763527;9;6;0;1.5
Kesä Kivinokassa ;Salama, Laura ;9789525083354;9;6;0;1.5
Kiinteistönmuodostamislaki ;Majamaa, Vesa ;9513734811;9;6;0;1.5
Potkua palvelubisnekseen : asiakaskokemus luodaan yhdessä ;Fischer, Merja ;9789521421310;9;6;0;1.5
Station eleven ;Mandel, Emily St. John ;9781447268963;9;6;0;1.5
Apua auttajalle : myötätuntouupumuksen ja sijaistraumatisoitumisen psykofysiologia ;Rothschild, Babette ;9789519820651;9;7;0;1.3
Lentäjä Laukkanen ;Laukkanen, Jyrki ;9789522291592;9;7;0;1.3
Physica. 6 : Sähkö ;;9789526316802;9;7;0;1.3
Avotulilla : ruokaa luonnon antimista ;Maulavirta, Markus ;9789510412268;9;8;0;1.1
Direct to IELTS : student's book with key ;McCarter, Sam ;9780230439931;9;8;0;1.1
Hej, hello! ;Bross, Helena ;9789163882289;9;8;0;1.1
Kasvatuskumppanuus kannattelee lasta : opas varhaiskasvatuksen kehittämiseen ;Kaskela, Marja ;9513318427;9;8;0;1.1
Kotiruokaa : suomalaisten mestarikokkien reseptejä ;;9789523210073;9;8;0;1.1
Meren maku : parhaat herkut maalta, mereltä ja metsästä ;Spåra, Sari ;9789522209825;9;8;0;1.1
Sairaanhoito ja huolenpito ;;9789526312910;9;8;0;1.1
Själens dunkla rum ;Robinson, Peter ;9789137144856;9;8;0;1.1
Sosiaali- ja terveysalan viestintä ;Roivas, Marianne ;9789513763848;9;8;0;1.1
Fashion victims : dress at the court of Louis XVI and Marie-Antoinette ;Chrisman-Campbell, Kimberly  ;9780300154382;8;1;0;8.0
"Foundations of economics : third edition ; Andrew Gillespie ";Gillespie, Andrew ;9780199674879;8;1;0.0
Genghis Khan : the man who conquered the world ;McLynn, Frank ;9780224072908;8;1;0;8.0
Getting (more of) what you want : How the secrets of economics & psychology can help you negotiate anything in business & life ;Neale, Margaret A. ;9781781253458;8;1;0;8.0
Handen på hjärtat ;Roberts, Nora ;9789164080110;8;1;0;8.0
Hankintojen kilpailuttaminen ja sopimusehdot ;Pekkala, Elise ;9789518853902;8;1;0;8.0
He jäivät sydämeeni : tositarinoita Etiopiasta 2011-2015 ;Lehtelä, Sari ;9789516244498;8;1;0;8.0
How to fake real beauty : tricks of the trade to master your makeup ;Gafni, Ramy ;9780762455980;8;1;0;8.0
Kertomuksia Lapista. Osa 1 : Enontekiön seutu ;;9789523184459;8;1;0;8.0
Kohtalon portti ;Christie, Agatha ;9510117552;8;1;0;8.0
Kukkia lumessa ;Ahvenainen, Helvi ;9789527142196;8;1;0;8.0
Medieval graffiti : the lost voices of England's churches ;Champion, Matthew ;9780091960414;8;1;0;8.0
Mezze : small plates to share ;Başan, Ghillie ;9781849756518;8;1;0;8.0
Neiti Etsivä kohtaa Kolmion ;Keene, Carolyn ;9513071804;8;1;0;8.0
Now, discover your strengths : how to develop your talents and those of the people you manage ;Buckingham, Marcus ;9781416502654;8;1;0;8.0
Palvelutalouden murros ja digitalisaatio : Suomen kasvun mahdollisuudet ;;9789522279576;8;1;0;8.0
Paper towns ;Green, John ;9780142414934;8;1;0;8.0
Pieni kaupunki preerialla ;Wilder, Laura Ingalls ;9512010070;8;1;0;8.0
Postcapitalism : a guide to our future ;Mason, Paul  ;9781846147388;8;1;0;8.0
Potilassiirrot : taitava avustaja aktivoi ja auttaa ;Tamminen-Peter, Leena ;9789522614605;8;1;0;8.0
Psykoterapiaopas : monta tietä itsetuntemukseen ja iloon ;Tikkanen, Tiina ;9510319864;8;1;0;8.0
Rakkauden saattelemana ;Nordberg, Stiina ;9789523184602;8;1;0;8.0
Setä Tuomon tupa ;Beecher-Stowe, Harriet ;9510113867;8;1;0;8.0
SharePoint ja Office 365 : Hyvät, Pahat ja Rumat ;Roine, Jussi ;9789526836102;8;1;0;8.0
Sosiaalialan agentin käsikirja ;Lehtinen, Minna ;9789519596587;8;1;0;8.0
Sosiodynaaminen ohjaus : konstruktivistinen näkökulma 21. vuosisadan ohjaustyöhön ;Peavy, R. Vance ;9519263373;8;1;0;8.0
Suojassa ;Jokinen, Erkki ;9789518887419;8;1;0;8.0
Tahdon voimaa ;Veijalainen, Riitta ;9789523186149;8;1;0;8.0
Tex Willer. Kronikka 35 : Kahden lipun välillä  ;Bonelli, Gianluigi ;9789522336385;8;1;0;8.0
The Bane chronicles ;Clare, Cassandra ;9781406360585;8;1;0;8.0
The archangel guide to ascension : 55 steps to the light ;Cooper, Diana ;9781781804711;8;1;0;8.0
The beauty detox solution : eat your way to radiant skin, renewed energy, and the body you've always wanted ;Snyder, Kimberly ;9780263905298;8;1;0;8.0
The fall of the Ottomans : the Great War in the Middle East, 1914-1920 ;Rogan, Eugene ;9781846144387;8;1;0;8.0
The first fifteen lives of Harry August ;North, Claire ;9780356502571;8;1;0;8.0
The fugitive ;Grisham, John ;9781444763393;8;1;0;8.0
The hormone cure : reclaim balance, sleep, sex drive &​ vitality naturally with the Gottfried protocol ;Gottfried, Sara ;9781451666953;8;1;0;8.0
The world according to Noddy : Life lessons learned in and out of rock 'n' roll ;Holder, Noddy ;9781472119674;8;1;0;8.0
To kill a mockingbird ;Lee, Harper ;0061120081;8;1;0;8.0
Vammaisuuden kokeminen ja kokemisen vammaisuus : Suomen vammaistutkimuksen seuran 2. vuosikirja ;;9789515804938;8;1;0;8.0
Ylämaan enkeli ;Deveraux, Jude ;9516117104;8;1;0;8.0
Business adventures : twelve classic tales from the world of Wall Street ;Brooks, John ;9781473611528;8;2;0;4.0
Data-ism : inside the big data revolution ;Lohr, Steve ;9781780745183;8;2;0;4.0
Do no harm : stories of life, death and brain surgery ;Marsh, Henry ;9781780225920;8;2;0;4.0
Doctor Who : 12 doctors, 12 stories ;;9780141359885;8;2;0;4.0
Egg : the very best recipes inspired by the simple egg ;Vaughan, Blanche ;9780297871606;8;2;0;4.0
Elämä kateissa : kertomus anoreksiasta ja bulimiasta ;Hornbacher, Marya ;9511184989;8;2;0;4.0
Eskarin matikka ;Takala, Outi ;9789526311043;8;2;0;4.0
Ghosts of Spain : travels through a country's hidden past ;Tremlett, Giles ;9780571279395;8;1;1;4.0
Goddesses never age : the secret prescription for radiance, vitality and wellbeing ;Northrup, Christiane  ;9781781803974;8;1;1;4.0
Joogan viisautta tantratieteen valossa ;Sarkar, Prabhat Rainjan ;9789519796598;8;2;0;4.0
Kadonnut isoäiti ja Pietarin vetovoima ;Laasonen, Pentti ;9789529993994;8;2;0;4.0
Last argument of kings ;Abercrombie, Joe ;9780575084162;8;2;0;4.0
Lek på allvar : en spännande utmaning ;Lillemyr, Ole Fredrik ;9789147105489;8;2;0;4.0
Mainetta ja tulosta : yritysvastuun johtamisen lyhyt oppimäärä ;Kuisma, Jouko ;9789522182555;8;2;0;4.0
Markkinointiviestinnän ulottuvuuksia : teoriassa ja käytännössä ;Kauppila, Katri ;9789529350117;8;1;1;4.0
Mauritius, Rodrigues, Réunion ;Richards, Alexandra ;9781841624105;8;2;0;4.0
Muistan, siis osaan! ;;9789513934934;8;2;0;4.0
Oblivion ;Arnaldur Indriðason ;9781846559792;8;2;0;4.0
Oluesta se alkoi : Kantaravintolat Oy 1962-1991 ;Lilius, Anna-Liisa ;9789518913842;8;2;0;4.0
Operations management : process and supply chains ;Krajewski, Lee J. ;9780273766834;8;2;0;4.0
Rahoitusmuodot ja vakuudet ;Tepora, Jarno ;9789522462534;8;2;0;4.0
Savolainen surmansilmukka : rikosromaani ;Katajisto, Janne ;9789523150140;8;2;0;4.0
Stevie Nicks : visions, dreams & rumours ;Howe, Zoë ;9781783051502;8;2;0;4.0
The cartoon introduction to philosophy ;Patton, Michael F. ;9780809033621;8;1;1;4.0
The name of the wind ;Rothfuss, Patrick ;9780575081406;8;2;0;4.0
The road to character ;Brooks, David ;9780241186725;8;1;1;4.0
Uprooted ;Novik, Naomi ;9781447294139;8;2;0;4.0
Yli esteiden ;Selkomaa, Marko ;9789522521446;8;2;0;4.0
Zoo ;Patterson, James ;9780099553472;8;2;0;4.0
Av egen kraft : inspiration, balans, kost, träning ;Sjödin, Agneta ;9789155261795;8;3;0;2.7
Dominodöden : en Nathalie Svensson- och Johan Axberg-deckare ;Moström, Jonas ;9789174614114;8;3;0;2.7
Elinkeinoverolaki käytännössä ;Kukkonen, Matti ;9789510346914;8;3;0;2.7
Escobar : the inside story of Pablo Escobar, the world's most powerful criminal ;Escobar, Roberto ;9780340951101;8;3;0;2.7
Far from the madding crowd ;Hardy, Thomas ;9780007395163;8;3;0;2.7
Hemligheter ;Roberts, Nora ;9789164080141;8;3;0;2.7
Kampin enkeli ja salaiset tehtävät : henkinen romaani ;Koivula, Tapani ;9789525964981;8;3;0;2.7
Kuntien toiminta, johtaminen ja hallintasuhteet ;;9789514468285;8;3;0;2.7
Massive : gay erotic manga and the men who make it ;;9781606997857;8;3;0;2.7
Murder on the Ballarat train ;Greenwood, Kerry ;9781590584057;8;3;0;2.7
Paimentolaisten uskonnosta kirkkolaitokseksi ;;951921710X;8;3;0;2.7
Rikosoikeuden yleinen osa : vastuuoppi ;Tapani, Jussi ;9789521412004;8;3;0;2.7
Selfish, shallow, and self-absorbed : sixteen writers on the decision not to have kids ;;9781250052933;8;3;0;2.7
Suomen edunvalvontaoikeus ;Tornberg, Johanna ;9789521419485;8;3;0;2.7
The olive branch ;Thomas, Jo ;9781472223708;8;3;0;2.7
Via medicina = Tie lääketieteeseen ;;9789518951349;8;3;0;2.7
Teräsmies]. [1. osa] ;Straczynski, J. Michael ;9788868737962;8;3;0;2.7
Hyvinvoinnin uusi politiikka : johdatus sosiaalisiin mahdollisuuksiin ;;9789524930925;8;4;0;2.0
Opiskelemassa tavallaan : vanhat naiset ikäihmisten yliopistossa ;Ojala, Hanna ;9789514482793;8;4;0;2.0
Ryhmän luovuus ja kehitysehdot ;Niemistö, Raimo ;9789515707550;8;4;0;2.0
Suomen lauseopin perusteet ;Vilkuna, Maria ;9513720217;8;4;0;2.0
Varjonen ja Uusi Lapuan liike : salapoliisiromaani ;Hyttinen, Veli-Matti ;9789525975604;8;4;0;2.0
California ;;9781742206196;8;5;0;1.6
Esitutkinta- ja pakkokeino-oikeuden perusteet ;Tolvanen, Matti ;9789521416309;8;5;0;1.6
Johdatus semantiikkaan ;Kuiri, Kaija ;9789517925464;8;5;0;1.6
More fool me ;Fry, Stephen ;9781405918831;8;5;0;1.6
My life next door ;Fitzpatrick, Huntley ;9780142426043;8;5;0;1.6
Mästare, väktare, lögnare, vän ;Carlsson, Christoffer ;9789164204769;8;3;2;1.6
Oikaisumenettely hallinnossa ;Halila, Leena ;9789510382417;8;5;0;1.6
The ultimate introduction to NLP : how to build a successful life ;Bandler, Richard ;9780007497416;8;5;0;1.6
Titaanien sota. 3 =  Attack on titan. 3 ;Isayama, Hajime ;9789521618178;8;2;3;1.6
Toyotan tapa lean-johtamiseen ;Liker, Jeffrey K. ;9789522206060;8;5;0;1.6
Vapaa tahto ;Harris, Sam ;9789525182231;8;5;0;1.6
Verolait 1/2015 ;;9789521425295;8;5;0;1.6
Yritysoikeus ;;9789521423017;8;5;0;1.6
Fairest. [volume 5] : The clamour for glamour ;Buckingham, Mark. ;9781401254261;8;2;4;1.3
Indonesia ;;9781741798456;8;6;0;1.3
Koulutus yhteiskunnan muutoksissa : jatkuvuuksia ja katkoksia ;;9789525401554;8;6;0;1.3
Kätilötyö : raskaus, synnytys ja lapsivuodeaika ;;9789513766047;8;6;0;1.3
Lyhyt matikka. 5 : Tilastot ja todennäköisyys ;;9789526317106;8;6;0;1.3
Mindful hypnobirthing : hypnosis and mindfulness techniques for a calm and confident birth ;Fletcher, Sophie ;9780091954598;8;6;0;1.3
Nuorisotyötä on tehtävä : menetelmien perustat, rajat ja mahdollisuudet ;;9789525464313;8;6;0;1.3
Onnistuuko ohjaus? : sosiaali- ja terveysalan ohjaustyössä kehittyminen ;;9789513760526;8;6;0;1.3
Snowpiercer 2 : the explorers ;Legrand, Benjamin ;9781782761365;8;6;0;1.3
Thailand's islands & beaches ;;9781742207384;8;6;0;1.3
The melody lingers on ;Clark, Mary Higgins ;9781471148521;8;6;0;1.3
Yksinkertaista johtamista : arvostaen ;Rämö, Ari ;9789519155296;8;6;0;1.3
GMAT review : the official guide ;;9781119961871;8;7;0;1.1
Salaattibaari ;Lewis, Sara ;9789512098255;8;7;0;1.1
The sculptor ;McCloud, Scott ;9781906838973;8;3;4;1.1
Beauty queens ;Bray, Libba ;9780439895989;7;1;0;7.0
Calm parents, happy kids : the secrets of stress-free parenting ;Markham, Laura ;9780091955205;7;1;0;7.0
Campbell biology : concepts & connections ;;9781292026350;7;1;0;7.0
Create and construct : incredible Minecraft cities ;Kearney, Kirsten ;9781784720391;7;1;0;7.0
Double standards ;McNaught, Judith ;9780671737603;7;1;0;7.0
Driving school theory book ;;9789525247381;7;1;0;7.0
Ei jäta elamata ;Kersna, Vahur ;9789949382019;7;1;0;7.0
El guardián invisible ;Redondo, Dolores ;9788423341986;7;1;0;7.0
Essentials of organizational behavior ;Robbins, Stephen P. ;9780138157630;7;1;0;7.0
First frost ;Allen, Sarah Addison ;9781444787122;7;1;0;7.0
Grace's guide : the art of pretending to be a grown-up ;Helbig, Grace ;9781476788005;7;1;0;7.0
Grey : [femtio nyanser av honom enligt Christian] ;James, E. L. ;9789113071336;7;1;0;7.0
Half yard Christmas : easy sewing projects using left-over pieces of fabric ;Shore, Debbie ;9781782211471;7;1;0;7.0
Himskatin Kauttakulkukauppa ;Sihvola, Päivi ;9789523185753;7;1;0;7.0
How to win every argument : the use and abuse of logic ;Pirie, Madsen ;9781472529121;7;1;0;7.0
I hate myselfie : a collection of essays ;Dawson, Shane ;9781476791548;7;1;0;7.0
Just 5 ingredients. Vegetarian : make life simple with more than 100 recipes using 5 ingredients or fewer ;;9780600629085;7;1;0;7.0
Kaikelviisii ja sikisoki ;Siitonen, Heikki ;9789523181694;7;1;0;7.0
Karttakepin ja viivoittimen tie : romaani oppimisen ja kasvamisen risukosta ;Toiviainen, Samuli ;9789522862969;7;1;0;7.0
Kingsman ;Millar, Mark ;9780785165453;7;1;0;7.0
Lean thinking : banish waste and create wealth in your corporation ;Womack, James ;0684810352;7;1;0;7.0
New York ;;9781846703256;7;1;0;7.0
Nykyajan Baabelin orjat : kuusitoista vuotta Vartiotornin varjossa ;Åberg, Herrick ;9516007120;7;1;0;7.0
One Direction : who we are : autobiography ;One Direction ;9780007577316;7;1;0;7.0
Performing under pressure : the science of doing your best when it matters most ;Weisinger, Hendrie ;9780804136723;7;1;0;7.0
Photo art : 35 ways to use old and new photographs ;Laycock, Ellie ;9781782491910;7;1;0;7.0
SAATANAA HAASTATTELEMASSA ;FAHLER, JARL ;kr10346376;7;1;0;7.0
Sankarea : undying love. 1 ;Hattori, Mitsuru ;9781612623511;7;1;0;7.0
Siren's call ;Castle, Jayne ;9780349409481;7;1;0;7.0
Teollinen yhteiskunta ja sen tulevaisuus ;Kaczynski, Theodore ;9525500101;7;1;0;7.0
The European Union : how does it work? ;Kenealy, Daniel ;9780199685370;7;1;0;7.0
The Yorkshire shepherdess : how I left city life behind to raise a family - and a flock ;Owen, Amanda ;9781447251781;7;1;0;7.0
The age-defying diet : outsmart your metabolism to lose weight - up to 20 pounds in 21 days! - and turn back the clock ;Apovian, Caroline ;9781409158257;7;1;0;7.0
The ice twins ;Tremayne, S. K. ;9780007563036;7;1;0;7.0
The talent code : greatness isn't born, it's grown ;Coyle, Daniel ;9780099519850;7;1;0;7.0
The world atlas of coffee : from beans to brewing - coffees explored, explained and enjoyed ;Hoffmann, James ;9781845337872;7;1;0;7.0
Thinking about it only makes it worse : and other lessons from modern life ;Mitchell, David ;9781783350575;7;1;0;7.0
Tisdagsklubben ;Fredriksson, Anna ;9789137141701;7;1;0;7.0
Tulli : tuttu mutta tuntematon ;Erling, Tapani ;9789513765873;7;1;0;7.0
Uuteen elämään ;Mustonen, Enni ;9511153331;7;1;0;7.0
A curious mind : the secret to a bigger life ;Grazer, Brian ;9781476730752;7;2;0;3.5
Abnormal psychology ;Davison, Gerald C. ;047118120X;7;2;0;3.5
Afro-vegan : farm-fresh African, Caribbean &​ Southern flavors remixed ;Terry, Bryant  ;9781607745310;7;2;0;3.5
Alkuseurakunnan paluu : avaa ovi Jumalan kirkkaudelle ;Fenn, John ;9789525865363;7;1;1;3.5
Biology ;;9780321536167;7;2;0;3.5
Cress ;Meyer, Marissa ;9780141340159;7;2;0;3.5
Dead ice ;Hamilton, Laurell K. ;9780755389063;7;2;0;3.5
Exploring corporate strategy ;Johnson, Gerry ;9780273711919;7;2;0;3.5
Florence & Tuscany ;Maxwell, Virginia ;9781742207186;7;2;0;3.5
Fru Catharina Boije och hennes döttrar ;Runeberg, Fredrika ;9515001919;7;2;0;3.5
Gathering prey ;Sandford, John ;9780399168796;7;2;0;3.5
Healthy happy vegan kitchen ;Patalsky, Kathy ;9780544379800;7;2;0;3.5
Himalajan mysteereitä : intialaisia kertomuksia ;A. B. ;9789525728507;7;2;0;3.5
Isännöinnin käsikirja 2015 ;;9789516853652;7;2;0;3.5
Kris och utveckling / Johan Cullberg samt Katastrofpsykiatri och sena stressreaktioner ;Cullberg, Johan ;9789127112575;7;2;0;3.5
Madeira ;Underwood, John ;9781856914697;7;1;1;3.5
Ms. Marvel. 1 : No normal ;Wilson, G. Willow ;9780785190219;7;2;0;3.5
Nuorisopsykoterapian erityiskysymyksiä. 16 : Ruumis, mieli ja minuus ;;9789526831909;7;2;0;3.5
Opetus, opiskelu ja oppiminen ympäristö- ja luonnontiedossa ;Aho, Leena ;9510272183;7;2;0;3.5
Picture perfect ;Smale, Holly ;9780007574568;7;2;0;3.5
Pocket Berlin : top sights, local life, made easy ;Schulte-Peevers, Andrea ;9781742208817;7;2;0;3.5
Pogue's basics : essential tips and shortcuts (that no one bothers to tell you) for simplifying the technology in your life ;Pogue, David ;9781250053480;7;2;0;3.5
Poliisin salaiset tiedonhankintakeinot ja yksityiselämän suoja ;Metsäranta, Tuomas ;9789512960675;7;1;1;3.5
Skinny habits : the 6 secrets of thin people ;Harper, Bob ;9780804178907;7;2;0;3.5
Sota ihmisessä - totta, tarua ja unta : posttraumaattisen stressihäiriön taustaa ja kuvaa sodan veteraanin mielenmaisemassa ;Hännikäinen, Irmeli ;9789526723761;7;2;0;3.5
Står dig ingen åter : [kriminalroman] ;Larsson, Anna Karolina ;9789113068831;7;2;0;3.5
Taisteluni. 1. osa : Tilinteko ;Hitler, Adolf ;;7;2;0;3.5
The God delusion ;Dawkins, Richard ;9780552773317;7;2;0;3.5
The Paleo Solution : The Original Human Diet ;Wolf, Robb    ;9780982565841;7;2;0;3.5
The Paleo approach cookbook : a detailed guide to heal your body and nourish your soul ;Ballantyne, Sarah ;9781628600087;7;2;0;3.5
The good story : exchanges on truth, fiction and psychotherapy ;Coetzee, J. M. ;9781846558887;7;2;0;3.5
The owner's manual for the brain : the ultimate guide to peak mental performance at all ages ;Howard, Pierce J.    ;9780062227355;7;2;0;3.5
The uninvited guests ;Jones, Sadie ;9780701186715;7;2;0;3.5
The zero marginal cost society : the internet of things, the collaborative commons, and the eclipse of capitalism ;Rifkin, Jeremy ;9781137278463;7;2;0;3.5
Throne of glass ;Maas, Sarah J.    ;9781408832332;7;2;0;3.5
Triggers : sparking positive change and making it last ;Goldsmith, Marshall ;9781781252819;7;2;0;3.5
Uusi oppilashuoltolaki työvälineenä ;Mahkonen, Sami ;9789513766504;7;2;0;3.5
Välirauha ;Upton, Anthony F. ;kr20326289;7;2;0;3.5
Who gets what and why :  the hidden world of matchmaking and market design ;Roth, Alvin E. ;9780007520763;7;2;0;3.5
Wild : from lost to found on the Pacific Crest Trail ;Strayed, Cheryl ;9781101873441;7;2;0;3.5
You ;Kepnes, Caroline ;9781471137372;7;2;0;3.5
Young Neil : the Sugar Mountain years ;Wilson, Sharry ;9781770411869;7;2;0;3.5
A short history of nearly everything ;Bryson, Bill ;9780552997041;7;3;0;2.3
Adultery ;Coelho, Paulo ;9780099592228;7;3;0;2.3
Antifragile : things that gain from disorder ;Taleb, Nassim Nicholas  ;9780141038223;7;3;0;2.3
Communication power ;Castells, Manuel ;9780199681938;7;3;0;2.3
Discover Thailand : experience the best of Thailand ;;9781742205748;7;3;0;2.3
Dressmaking : step by step ;Smith, Alison ;9781409352617;7;3;0;2.3
EU-rikosoikeus ;Melander, Sakari ;9789510352502;7;3;0;2.3
Ethics in nursing practice : a guide to ethical decision making ;Fry, Sara T. ;9781405160520;7;3;0;2.3
Focus : the hidden driver of excellence ;Goleman, Daniel ;9781408845882;7;3;0;2.3
Grassbay MC - Lepakon prätkätalli ;Parkkonen, Sami ;9789527082065;7;3;0;2.3
Judge Dredd : Day of chaos : Endgame ;Wagner, John ;9781781081426;7;3;0;2.3
Kirjanpitolaki : kommentaari ;Leppiniemi, Jarmo ;9789526316697;7;3;0;2.3
Kliininen farmakologia ja lääkehoito ;;9789518951288;7;3;0;2.3
Koneenosien suunnittelu ;;9789526307985;7;3;0;2.3
Kristalli- ja indigoenergiat ja kokonaisvaltainen tasapaino ;Sennov, Anni ;9788792549273;7;3;0;2.3
Kuka pelkää Parkinsonia : takana kymmenen hilpeää vuotta ja edessä matka 4. maailman Parkinson-kongressiin ;Montonen, Timo ;9789523185906;7;3;0;2.3
Loving Amy : a mother's story ;Winehouse, Janis ;9780552170765;7;3;0;2.3
Merenkulkija ;Küttner, Iiro ;9789527125007;7;3;0;2.3
Neuvottelijan vuorovaikutustaidot ;Huhtinen, Pirkko ;951987190X;7;3;0;2.3
Once upon a time in Russia : the rise of the oligarchs and the greatest wealth in history ;Mezrich, Ben ;9780434023400;7;3;0;2.3
Rakkaudella äiti = Med kärlek mamma ;Schreck-Damstén, Tiina ;9789529349005;7;3;0;2.3
Salamurhaajan taival ;Hobb, Robin ;9511152009;7;3;0;2.3
Svenska skrivregler ;;9789147084609;7;3;0;2.3
The disaster artist : my life inside The room, the greatest bad movie ever made ;Sestero, Greg ;9780751561876;7;3;0;2.3
The ocean at the end of the lane ;Gaiman, Neil ;9781472200341;7;3;0;2.3
Toimiva talous : kuluttaja, yritys ja kansantalous ;Miettinen, Aki ;9789510320044;7;3;0;2.3
Two awesome hours : science-based strategies to harness your best time and get your most important work done ;Davis, Josh ;9780062326119;7;3;0;2.3
Work rules! : insights from inside Google that will transform how you live and lead ;Bock, Laszlo ;9781444792355;7;3;0;2.3
Örö : laidunmaasta linnakkeeksi ;Pakola, Johanna ;9519129782;7;3;0;2.3
Infinite jest : a novel ;Wallace, David Foster ;9780316066525;7;4;0;1.8
Jäävuoremme sulaa : muutos ja menestyminen kaikissa olosuhteissa ;Kotter, John ;9789521424618;7;4;0;1.8
Kokemuksen tutkimus. IV : Annan kokemukselle mahdollisuuden ;;9789523109971;7;4;0;1.8
Oikein ja joutuisasti : joutuisuus hyvän hallinnon ja oikeusturvan takeena hallintotoiminnassa ;Väätänen, Ulla ;9789522461056;7;4;0;1.8
Osakeyhtiöoikeus käytännössä ;Mähönen, Jukka ;9789526304397;7;4;0;1.8
Pienet oppimassa : kasvatuksellisia näkökulmia varhaiskasvatukseen ja esiopetukseen ;;9789512945177;7;4;0;1.8
Sosiaalivakuutus ;;9789525684346;7;4;0;1.8
Tamminiemen pesänjakajat ;Lauantaiseura ;9512036142;7;4;0;1.8
